acc	genome_len	SERC_517_3	SERC_517_4	SERC_517_5	SERC_517_6	SERC_517_7	SERC_517_8	SERC_517_9	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_Zymo_Pos_Control	Exp Mean
NC_033135.1	3015	0.124378065	0.090878995	0.04510772	0.10149254	0.0968491	0.09187389	0.0510779	0.07064679	0.026533945	0.1104477	0.096185685	0.00762852	0.082315666
NC_033136.1	9758	0.14511166	0.12891988	0.06210284	0.13547852	0.13865554	0.11805704	0.04785822	0.11283046	0.06609956	0.10657914	0.13455632	0.00389424	0.108749925
NC_033137.1	8804	0.110063564	0.105293098	0.03248527	0.123920913	0.08541577	0.089731929	0.04009537	0.07189914	0.04963653	0.092685185	0.085642838	0.0044298	0.08062451
NC_033138.1	2961	0.085444074	0.10097938	0.05234717	0.07666335	0.08611964	0.099966244	0.01350894	0.06146567	0.045930494	0.068895667	0.08071602	0.00675447	0.07018515
NC_033139.1	3108	0.143178911	0.16763186	0.0492278	0.09234238	0.1518661	0.09202056	0.05984555	0.11164732	0.04922782	0.07368083	0.10296018	0.00643501	0.099420846
NC_033140.1	4772	0.104358728	0.0966052	0.032900211	0.05846606	0.07020117	0.06810566	0.0293378	0.068524756	0.03310976	0.062447637	0.083403181	0.00398156	0.06431456
NC_033141.1	6021	0.143165615	0.098488632	0.047500421	0.128716156	0.105962488	0.142667395	0.05514038	0.097658208	0.05115433	0.080219186	0.11841891	0.01312074	0.097190156
NC_033142.1	3540	0.120903902	0.094067804	0.060451978	0.089548022	0.077118604	0.098870032	0.033050802	0.089548006	0.039548	0.081920952	0.133333072	0	0.083487379
NC_033143.1	3964	0.1609485	0.134712362	0.04414739	0.110242231	0.124873801	0.11654888	0.061554	0.09485368	0.02724521	0.075428891	0.10418767	0.01463169	0.095885692
NC_033144.1	3206	0.0676856	0.09451025	0.04273237	0.09825331	0.1431691	0.10511543	0.0364941	0.092014995	0.06706179	0.078914515	0.125077995	0.018403	0.086457223
NC_033145.1	9158	0.095108044	0.09903906	0.04531556	0.084297839	0.087136904	0.097619547	0.044987996	0.0769818	0.037016836	0.083205921	0.077418667	0.004258574	0.075284379
NC_033146.1	7548	0.162692537	0.154080641	0.078828891	0.108108095	0.119899357	0.07829884	0.04703235	0.104530999	0.054186548	0.119369379	0.105590859	0.01046634	0.102965318
NC_033147.1	7652	0.147543083	0.119315227	0.073706223	0.11539475	0.094877184	0.100627314	0.067433384	0.090825908	0.066387895	0.135389391	0.129508629	0.012807085	0.10372809
NC_033148.1	9487	0.149151386	0.128069961	0.067039091	0.154843524	0.129861933	0.110045367	0.071887891	0.12922949	0.094128838	0.121956377	0.121745593	0.024032885	0.116178132
NC_033149.1	5094	0.117196729	0.08990971	0.050058858	0.06949353	0.10325872	0.084216717	0.03847669	0.08087943	0.0343541	0.087161348	0.07714964	0.01511583	0.075650497
NC_033150.1	8235	0.165270181	0.170127261	0.09884647	0.163448893	0.144990868	0.126897399	0.068245301	0.132483297	0.090588965	0.157255442	0.146083821	0.021615083	0.133112536
NC_033151.1	9345	0.162868276	0.123595524	0.069127834	0.11696098	0.096736287	0.110754492	0.046441929	0.105724963	0.062279274	0.092669785	0.098448365	0.015516316	0.09869161
NC_033153.1	9650	0.222901763	0.200932265	0.080000014	0.183316492	0.191709289	0.179067416	0.101658071	0.154611352	0.099481868	0.181036232	0.213057462	0.015233166	0.164342929
NC_033154.1	4925	0.087309606	0.0633503	0.025583756	0.072690369	0.056243693	0.086903546	0.02761417	0.042436556	0.028426402	0.09766501	0.066395906	0.01319797	0.059510847
NC_033155.1	4964	0.12530211	0.078162731	0.04774374	0.108984682	0.06929898	0.08158738	0.06285251	0.05842056	0.03505243	0.06929892	0.07453669	0.00402901	0.073749158
NC_033156.1	9309	0.162745723	0.12213992	0.055537633	0.114190555	0.07551834	0.101836983	0.04157272	0.103233395	0.04006872	0.088409013	0.087442234	0.021162288	0.090245021
NC_033157.1	9145	0.134609026	0.108365261	0.05314375	0.112301768	0.104100591	0.104537977	0.039475088	0.089119737	0.042646237	0.085620594	0.107162405	0.013340628	0.089189312
NC_033158.1	10650	0.126666633	0.104506964	0.05427233	0.11615027	0.07126766	0.071737003	0.04525824	0.097183167	0.04600934	0.078497657	0.08779343	0.009014097	0.081758427
NC_033159.1	9086	0.172683343	0.127118626	0.078472372	0.121175439	0.150231195	0.124367219	0.083094898	0.128879597	0.06449477	0.134492619	0.12216594	0.00836452	0.118834183
NC_033160.1	9186	0.185826279	0.161223506	0.08904857	0.149684288	0.141193043	0.151208337	0.070106715	0.162856199	0.080557387	0.156651347	0.160896975	0.010994993	0.137204786
NC_033161.1	4230	0.139243156	0.078723386	0.04066196	0.086524793	0.069030737	0.085579197	0.02789596	0.09101653	0.06288412	0.07635926	0.06548462	0.0070922	0.074854884
NC_033162.1	5420	0.12952033	0.112915124	0.040221424	0.113837682	0.080442736	0.090221365	0.05129148	0.074723296	0.046863424	0.099261977	0.111623525	0.027306258	0.086447488
NC_033163.1	9388	0.134959454	0.104175628	0.044205326	0.111844822	0.099595196	0.098210442	0.039198979	0.10055392	0.051129044	0.090541076	0.096506164	0.008415	0.088265459
NC_033164.1	3195	0.057277	0.07699532	0.03568079	0.05226914	0.04820028	0.05915495	0.0118936	0.04882626	0.0303599	0.03317688	0.069483589	0	0.047574337
NC_033165.1	9141	0.091346646	0.088502404	0.023520391	0.08456405	0.071764537	0.06902967	0.028115087	0.066404114	0.03631988	0.094409793	0.090471537	0.012799484	0.067677101
NC_033166.1	5077	0.106165103	0.066574707	0.032302544	0.074256467	0.054953707	0.054362867	0.03033283	0.062241434	0.02718143	0.07189284	0.083119977	0.00748474	0.060307628
NC_033167.1	5448	0.11031568	0.10022035	0.054515408	0.064610824	0.064060147	0.08021295	0.0209251	0.03212192	0.01101322	0.078193814	0.06571218	0.00715859	0.061991054
NC_033168.1	11270	0.146495216	0.132209393	0.053061241	0.133717817	0.121295466	0.095474704	0.04507541	0.093788838	0.043123341	0.111623735	0.114019486	0.019254647	0.099080423
NC_033169.1	3929	0.119368818	0.10486127	0.05752099	0.095953151	0.0509035	0.04861289	0.01934334	0.089081158	0.02977854	0.06871976	0.067447135	0	0.068326414
NC_033170.1	2981	0.102985688	0.11003016	0.103321076	0.10298559	0.1049983	0.092250918	0.0459578	0.08990265	0.0590406	0.08453546	0.0838644	0.013082858	0.089079331
NC_033172.1	8926	0.282657857	0.207931836	0.128837112	0.219135156	0.230898227	0.241653252	0.099596623	0.184069512	0.165023106	0.200985436	0.215438205	0.029352441	0.197838757
NC_033174.1	14639	0.118792312	0.091877825	0.054443611	0.07814738	0.103832164	0.075005098	0.044948374	0.058747227	0.036409576	0.067627615	0.089760286	0.006967682	0.074508315
NC_033175.1	8223	0.0926669	0.0937614	0.04146907	0.1047063	0.06238597	0.05630552	0.0280919	0.08476224	0.03405078	0.093031731	0.0828164	0.0072966	0.070368019
NC_033176.1	224064	0.122326577	0.100739085	0.052065507	0.091219456	0.083735061	0.076830712	0.038145378	0.077584921	0.043670532	0.085006907	0.085359594	0.012594614	0.077880339
NC_033177.1	4228	0.0778146	0.055108843	0.0368969	0.0588931	0.06386	0.05321664	0.0134816	0.05132455	0.0179754	0.06078521	0.04612108	0.00449385	0.048679811
NC_033178.1	3446	0.121009872	0.10011609	0.062971538	0.118398102	0.100986717	0.079802662	0.02147414	0.059489232	0.061520595	0.053395232	0.096053357	0.00580383	0.079565231
NC_033179.1	4792	0.136686165	0.086393955	0.048831421	0.09453256	0.089524151	0.086602653	0.04904006	0.07825542	0.05884812	0.095158633	0.109975022	0.016694483	0.084895287
NC_033181.1	6844	0.123173573	0.096434817	0.046171821	0.097603693	0.07539445	0.073787273	0.0492402	0.077293923	0.037697227	0.097311447	0.090590293	0.012127403	0.078608974
NC_033182.1	13283	0.107957535	0.084544125	0.029285514	0.069637815	0.081156434	0.078220348	0.03282395	0.05074153	0.037416266	0.067228758	0.080252953	0.014830988	0.065387748
NC_033183.1	3875	0.189419359	0.114580685	0.060903185	0.108387149	0.084645135	0.077419375	0.034838725	0.096516074	0.03535482	0.10812901	0.06529034	0.010838714	0.088680351
NC_033184.1	10162	0.164928106	0.136784135	0.061602009	0.122220016	0.127730755	0.123499352	0.054320062	0.122121558	0.053237516	0.120743926	0.157744443	0.003837826	0.113175625
NC_033185.1	10445	0.085112508	0.0760172	0.033413127	0.080899936	0.057252316	0.063666866	0.033221589	0.04432745	0.0220201	0.063571069	0.06500716	0.00545715	0.056773575
NC_033186.1	6041	0.201622446	0.161893738	0.075484231	0.15659665	0.138553163	0.143684811	0.064393316	0.105611666	0.0839265	0.146167837	0.15312041	0.01572585	0.130095888
NC_033187.1	3557	0.134945123	0.065504669	0.057632818	0.104863669	0.10458257	0.114141084	0.056508331	0.093618196	0.046668516	0.128760119	0.109924124	0.016868152	0.092468111
NC_033188.1	4650	0.101935504	0.05483874	0.02967746	0.073763462	0.055483824	0.048602088	0.0174194	0.05483872	0.030107532	0.050107488	0.06365591	0	0.052766375
NC_033189.1	10153	0.136117432	0.12784394	0.05712594	0.111001662	0.095636762	0.104304127	0.036343953	0.107357432	0.05958828	0.09051506	0.114448963	0.017531759	0.094571232
NC_033190.1	9235	0.118137557	0.100703837	0.04472122	0.12712516	0.105901474	0.11077415	0.04721167	0.121386012	0.045587394	0.099079603	0.08424478	0.01277747	0.091352078
NC_033191.1	3631	0.11429362	0.088956212	0.05287799	0.091985716	0.0473699	0.09556604	0.0104654	0.085651312	0.05728447	0.07546132	0.049297684	0.00523272	0.069928151
NC_033192.1	10072	0.12976567	0.088860186	0.037529831	0.076548856	0.065131115	0.087172391	0.02432484	0.0673153	0.04279192	0.08459101	0.073967455	0.010027795	0.070727143
NC_033193.1	5682	0.093981026	0.084301252	0.030799064	0.065645917	0.067581823	0.070221737	0.03713478	0.089581053	0.03854278	0.09908474	0.082717262	0.01038366	0.069053767
NC_033194.1	9166	0.124918212	0.107789675	0.07211431	0.119026875	0.10822614	0.122299784	0.04462139	0.086624513	0.0520401	0.091861232	0.103534783	0.015164755	0.093914274
NC_033195.1	9266	0.197387888	0.177207008	0.10533133	0.169004943	0.198898808	0.199547165	0.081264752	0.165767402	0.09529468	0.181092623	0.188539023	0.022663506	0.159939602
NC_033196.1	4981	0.125276009	0.075286109	0.05380446	0.071270866	0.08452117	0.070668578	0.02730377	0.056213663	0.023288503	0.092551761	0.07327853	0.01144349	0.068496674
NC_033197.1	5635	0.200887438	0.18154431	0.122803557	0.180124162	0.181898792	0.193256705	0.093167727	0.133984052	0.10221831	0.160780811	0.185802557	0.017568767	0.157860766
NC_033198.1	10856	0.13642227	0.109248325	0.04605753	0.095707385	0.102708125	0.11081432	0.042925565	0.09266755	0.051031705	0.096352225	0.12011784	0.0247789	0.091277531
NC_033199.1	3608	0.160476758	0.104212936	0.03852548	0.09894676	0.083148616	0.087305982	0.044345862	0.073170732	0.02910196	0.093403568	0.077328218	0.00637472	0.080906079
NC_033200.1	8313	0.154697788	0.160952758	0.095272463	0.160832445	0.121857347	0.161192903	0.06171058	0.113677382	0.060026489	0.130157521	0.135811413	0.009623484	0.123289917
NC_033201.1	9789	0.142200367	0.134334418	0.064664407	0.113596896	0.130452494	0.112984021	0.06078251	0.102972693	0.050056125	0.14342629	0.101951161	0.014097458	0.105220126
NC_033202.1	3325	0.116992472	0.098345872	0.0553384	0.082105314	0.109172874	0.10255636	0.0345865	0.07969924	0.0517294	0.06526318	0.0637595	0.00571429	0.078140828
NC_033203.1	9058	0.107087706	0.110841255	0.052329464	0.108522827	0.098476519	0.091521318	0.059947085	0.083351748	0.05023186	0.106535562	0.115367645	0.009383969	0.089473908
NC_033204.1	13693	0.1871025	0.15898644	0.08442266	0.15511575	0.13313371	0.13956036	0.06412038	0.12196013	0.07609736	0.13086984	0.14102092	0.02979624	0.126580914
NC_033205.1	9287	0.118875804	0.082373197	0.028103847	0.083126981	0.067083027	0.068913557	0.02153548	0.06428343	0.028211454	0.09647889	0.090341402	0.008829545	0.068120643
NC_033206.1	9820	0.213747345	0.175152471	0.082993926	0.173625286	0.176068952	0.146945054	0.082484661	0.160488746	0.089511213	0.151120169	0.186048377	0.012016302	0.148926018
NC_033207.1	3668	0.106597626	0.08833149	0.03298803	0.085332644	0.04253	0.0539804	0.0264449	0.04907304	0.02126498	0.0858779	0.06243189	0	0.059532082
NC_033208.1	3891	0.05654068	0.08481108	0.00976613	0.06168088	0.077358	0.094063214	0.04060646	0.03032636	0.0210742	0.08738111	0.08583913	0.01002313	0.059040659
NC_033209.1	7388	0.160665858	0.12533834	0.063752099	0.138873907	0.132376779	0.112073609	0.067948042	0.114645456	0.048998418	0.125203049	0.136302114	0.01042231	0.111470697
NC_033210.1	9658	0.2164005	0.182543087	0.092772737	0.155415236	0.159763845	0.164733911	0.082625887	0.160074601	0.094843699	0.157278917	0.185338895	0.018844478	0.150162847
NC_033211.1	10423	0.123572858	0.12635521	0.052288185	0.119735242	0.127986202	0.100163098	0.053247658	0.106591184	0.056413712	0.112923406	0.121078352	0.015254713	0.100032282
NC_033212.1	9440	0.173093289	0.161334761	0.0801907	0.167055142	0.152648289	0.130614383	0.064618592	0.134427962	0.090042334	0.122775395	0.148410989	0.013983045	0.129564712
NC_033213.1	9301	0.131168664	0.094936055	0.046661615	0.091065433	0.091388021	0.091388043	0.03816791	0.065691937	0.063971583	0.078163632	0.084077009	0.014729591	0.079698173
NC_033214.1	8307	0.16106899	0.147586446	0.08968341	0.143734141	0.16058738	0.179005678	0.068977951	0.133140708	0.075358123	0.162633469	0.162513287	0.00710245	0.134935417
NC_033215.1	10153	0.083719124	0.079385394	0.03338917	0.098000564	0.079680894	0.057519989	0.03141933	0.054959113	0.023047319	0.058898866	0.05850491	0.005909582	0.059865879
NC_033216.1	5117	0.127809224	0.072698847	0.041625954	0.08012507	0.07152626	0.084033581	0.0386945	0.094977548	0.053742417	0.079343374	0.099863159	0	0.076767267
NC_033217.1	2613	0.133562984	0.175660228	0.0371221	0.10294678	0.118254964	0.118637592	0.090700402	0.088021422	0.05204748	0.118637626	0.101033312	0.009184844	0.103329535
NC_033218.1	9668	0.210384634	0.176665246	0.102709928	0.168390478	0.17232107	0.164770436	0.094952344	0.149255268	0.097021102	0.174389786	0.172941656	0.022341772	0.153072904
NC_033219.1	9614	0.099854435	0.07530691	0.03796546	0.07894742	0.06313712	0.058560405	0.02662781	0.05918448	0.02225922	0.06417722	0.06324106	0.00613687	0.059023776
NC_033220.1	4168	0.119961533	0.07245679	0.034309	0.075815663	0.068858	0.079894483	0.030710133	0.061660233	0.04918424	0.092130509	0.076055703	0.01391554	0.069185117
NC_033221.1	8342	0.098417592	0.09913683	0.038360132	0.086789723	0.07851832	0.069887364	0.034044612	0.066410963	0.035842697	0.082474185	0.073603455	0.00455526	0.069407807
NC_033222.1	9481	0.229828436	0.203775907	0.120029501	0.200611893	0.195549279	0.20050621	0.091657004	0.157683462	0.10842731	0.182365124	0.172661144	0.019090852	0.169372297
NC_033223.1	8951	0.163333753	0.119092849	0.057423767	0.116188132	0.114735781	0.112613048	0.058764414	0.110155191	0.046028387	0.109931858	0.103228694	0.00223439	0.101045079
NC_033224.1	9635	0.125168702	0.091022335	0.056045667	0.103580711	0.08925793	0.101193561	0.033212252	0.086248027	0.050752492	0.051790354	0.097768617	0.006019728	0.08054915
NC_033225.1	6111	0.13696624	0.06480122	0.022091319	0.088365286	0.100310859	0.104892818	0.041073429	0.081492418	0.03240057	0.056291947	0.091638	0.012600238	0.074574919
NC_033226.1	8905	0.224368182	0.180235749	0.093655235	0.176642378	0.190230274	0.174733145	0.086019058	0.145873229	0.108029238	0.17439599	0.172150505	0.006737788	0.156939362
NC_033227.1	8253	0.13170962	0.1108688	0.058887634	0.104325748	0.116321346	0.102750604	0.054646794	0.085059908	0.040712428	0.08554463	0.100569474	0.004967884	0.090126999
NC_033228.1	8772	0.117761044	0.106589102	0.042293699	0.110465118	0.089261327	0.081623315	0.031235749	0.084359317	0.040127679	0.099293204	0.086297288	0.006725938	0.080846077
NC_033229.1	6083	0.128554955	0.120170971	0.068058558	0.074469867	0.086306158	0.098471108	0.035673138	0.101759013	0.047673823	0.099457563	0.101101466	0.00969916	0.087426965
NC_033231.1	3770	0.10928384	0.08541118	0.050928432	0.087533126	0.069496024	0.077453576	0.04509284	0.075066374	0.035278564	0.08169768	0.0981433	0.01538459	0.074125903
NC_033232.1	12044	0.155679109	0.14745934	0.063351058	0.131185732	0.114828948	0.096313452	0.054716003	0.10860183	0.051394927	0.126286882	0.141066161	0.008468947	0.108262131
NC_033233.1	4886	0.139377896	0.104584529	0.047891948	0.114203792	0.100900606	0.09578387	0.043593966	0.07265663	0.02926733	0.117069169	0.085141228	0.00388866	0.086406451
NC_033234.1	2835	0.0962963	0.0751323	0.0275132	0.116402614	0.041622577	0.0571429	0.035273341	0.0409171	0.0134039	0.0814815	0.055379134	0	0.05823317
NC_033235.1	9596	0.121613142	0.081283821	0.05450185	0.08201331	0.076907081	0.09087128	0.03824506	0.06971656	0.04397668	0.07899124	0.07815758	0.01844518	0.074207055
NC_033236.1	3259	0.121509603	0.0846886	0.05400428	0.13378341	0.081927003	0.062902703	0.0359006	0.06781218	0.0239337	0.07885859	0.1196686	0.01166002	0.078635388
NC_033237.1	3085	0.080064829	0.076175058	0.03695303	0.0560778	0.086872	0.09367914	0.0252836	0.095299809	0.04149104	0.108589958	0.03889786	0.00615883	0.067216739
NC_033238.1	8964	0.148148172	0.126617563	0.049085194	0.118027697	0.124386348	0.105979496	0.057117352	0.131414551	0.058455997	0.10252119	0.107095022	0.012829097	0.102622598
NC_033239.1	4225	0.08946742	0.04615382	0.02840235	0.049467459	0.070769226	0.04828404	0	0.04591711	0.02698224	0.0639053	0.06532544	0.009467456	0.048606764
NC_033240.1	4778	0.143783988	0.098367473	0.04416072	0.072624525	0.08497278	0.064252871	0.0284638	0.10025116	0.0161155	0.0862286	0.071787285	0.008162413	0.073728064
NC_033241.1	8114	0.109810198	0.110426419	0.06162188	0.097609042	0.086270682	0.093788476	0.052501829	0.081957089	0.038082284	0.088119301	0.099088023	0.00702489	0.083570475
NC_033242.1	11507	0.187798329	0.141739897	0.066220518	0.167028941	0.153298073	0.155904667	0.077083584	0.135830306	0.070044325	0.154775338	0.167376396	0.022681839	0.134281852
NC_033243.1	9596	0.178303412	0.126302592	0.08461863	0.144226701	0.145998341	0.137661443	0.07815755	0.144122541	0.077323871	0.150166723	0.153709901	0.01000416	0.1291447
NC_033244.1	5037	0.119714126	0.091324147	0.041294376	0.109390419	0.093508065	0.08179474	0.03077225	0.100456608	0.049434241	0.080405076	0.103633101	0.01211039	0.081975195
NC_033245.1	4250	0.108235236	0.075529444	0.060941154	0.121882298	0.091764762	0.093882326	0.048235266	0.06635293	0.03152949	0.07905881	0.126118114	0.00447059	0.082139075
NC_033246.1	8903	0.148713944	0.104683823	0.04919693	0.117263797	0.113669558	0.113557167	0.055711525	0.101089525	0.043019198	0.109288945	0.110075251	0.015388075	0.096933606
NC_033247.1	9480	0.215400333	0.187763688	0.087869205	0.201160834	0.186603377	0.181962062	0.097257372	0.142510529	0.117721476	0.197890573	0.209809797	0.027848126	0.165995386
NC_033248.1	3663	0.11493313	0.101829131	0.05460003	0.102648151	0.075348021	0.07452902	0.04013101	0.070161002	0.03439802	0.06879602	0.075348111	0.01064702	0.073883786
NC_033249.1	2892	0.208506263	0.157330663	0.08125865	0.101659793	0.121023533	0.10477172	0.05325037	0.10995847	0.0470263	0.11687405	0.12136935	0.00656985	0.111184469
NC_033250.1	3611	0.1351426	0.08474105	0.067848205	0.108280232	0.06563273	0.048739952	0.0396012	0.08114097	0.0592633	0.076710062	0.0742176	0.011077263	0.076483446
NC_033251.1	5032	0.106120808	0.09519076	0.0542528	0.084260749	0.067766361	0.056438704	0.031796511	0.065977796	0.01569951	0.09737671	0.09956283	0.004372014	0.070403958
NC_033252.1	3679	0.140799129	0.121772172	0.0641479	0.121228577	0.09241637	0.120684985	0.0519163	0.085892873	0.048654526	0.111715102	0.09893992	0.0103289	0.096197078
NC_033253.1	2872	0.1295265	0.1009749	0.0421309	0.063718689	0.102715789	0.0797354	0.0470056	0.09296661	0.0341226	0.07729798	0.094359339	0.0066156	0.078595846
NC_033254.1	5917	0.120669265	0.08754442	0.048842358	0.117796249	0.127260459	0.076221048	0.029744813	0.077573094	0.03092783	0.092107554	0.103430862	0.010140284	0.082919814
NC_033255.1	2816	0.04794036	0.09694603	0.061434704	0.05575282	0.041193174	0.06818182	0.00674716	0.04900566	0.04119322	0.11044032	0.07528409	0	0.059465396
NC_033256.1	10857	0.146909872	0.108685606	0.054711292	0.131620158	0.138620286	0.11550154	0.060237663	0.113198851	0.059040219	0.128949055	0.10960672	0.016855477	0.106098296
NC_033257.1	2012	0.105367794	0.093936308	0.06411528	0.12624258	0.11630224	0.07753482	0.03777334	0.08200798	0.057654098	0.06809144	0.05019876	0	0.079929513
NC_033258.1	7418	0.17578908	0.13440283	0.080075511	0.117686715	0.099892143	0.094365063	0.05392294	0.112294409	0.053788057	0.12159614	0.128336494	0.011054199	0.106559035
NC_033259.1	2275	0.1195604	0.07032972	0.0347253	0.03472531	0.07736261	0.0421978	0.0193407	0.0334066	0.01890107	0.05890115	0.07032968	0.01582417	0.052707304
NC_033260.1	6288	0.121024219	0.091603012	0.05263999	0.114185768	0.104166611	0.083492323	0.037690843	0.083333273	0.064726486	0.097169194	0.098759529	0.022423673	0.08625375
NC_033261.1	10841	0.129785131	0.112259031	0.05211689	0.082741481	0.071949106	0.092334671	0.047873767	0.056175647	0.025182215	0.089382887	0.088921619	0.003689697	0.077156586
NC_033262.1	8673	0.137668555	0.130750651	0.044967151	0.125562073	0.104923345	0.113455558	0.056381861	0.106191573	0.044505972	0.107690481	0.11495448	0.01798686	0.098822882
NC_033263.1	5102	0.125245012	0.075656559	0.056056493	0.08036063	0.064092445	0.078008612	0.02665623	0.047432405	0.03116422	0.05194041	0.072520597	0.008428068	0.064466692
NC_033264.1	2469	0.10368578	0.063588442	0.0307816	0.0777643	0.0769542	0.08059945	0.02592146	0.0652086	0.01539084	0.0311867	0.103280722	0	0.061305645
NC_033265.1	2704	0.134615372	0.09430472	0.05140527	0.07618343	0.0643492	0.105769297	0.053254422	0.0817308	0.043639122	0.07766276	0.07248518	0.015162726	0.077763598
NC_033266.1	8978	0.101693057	0.095010028	0.06036984	0.078413883	0.071842237	0.06103809	0.02238801	0.075963507	0.041657337	0.07952775	0.076965954	0.008687886	0.069533608
NC_033267.1	13776	0.10511033	0.0872532	0.03731124	0.09175374	0.07730843	0.07687274	0.0452236	0.0667828	0.0260598	0.07984894	0.06170149	0.00885598	0.068656937
NC_033268.1	3737	0.13085355	0.11479799	0.05298369	0.08375709	0.106502582	0.10382659	0.040674383	0.07894034	0.03639279	0.06984211	0.085362557	0.00508429	0.082175788
NC_033269.1	8318	0.415725102	0.324838144	0.202932997	0.389756982	0.368357735	0.345756637	0.218562654	0.323515229	0.201971642	0.345996474	0.403462744	0.042317837	0.321897849
NC_033270.1	2143	0.10172653	0.05412968	0.028931396	0.07139528	0.04479698	0.0452637	0.0265982	0.0181988	0.03639758	0.044330336	0.04433038	0.00886608	0.046918078
NC_033271.1	1370	0.11824819	0.1197081	0.0562044	0.07372252	0.11751825	0.1284671	0.106569327	0.14744485	0.0613138	0.14963468	0.09781021	0.0284671	0.106967402
NC_033272.1	4668	0.153813464	0.106255399	0.057412174	0.105826968	0.08847475	0.113110555	0.0467009	0.073907494	0.053556169	0.119751557	0.105184289	0.013281915	0.093090338
NC_033273.1	1375	0.202909265	0.135272727	0.114909059	0.152727288	0.139636517	0.184000012	0.125090927	0.113454581	0.11345454	0.188363644	0.156363719	0.0138182	0.147834753
NC_033274.1	1369	0.08473332	0.14243968	0.04747982	0.05332358	0.05332362	0.0715851	0.03214028	0.03433162	0.05770638	0.1022644	0.07888968	0.02994878	0.068928862
NC_033275.1	2464	0.08766242	0.056006444	0.03206164	0.09902589	0.07345781	0.084009684	0.0551948	0.04788958	0.041801962	0.0450487	0.10430192	0.00852273	0.066041895
NC_033276.1	2750	0.068363686	0.048727256	0	0.06363639	0.029090949	0.02981818	0.01454546	0.02800002	0.0145455	0.06472729	0.04909089	0.01454545	0.037322329
NC_033277.1	3593	0.08655724	0.074311076	0.05594213	0.071249615	0.049540757	0.038408	0.0269969	0.060673576	0.032563314	0.094071839	0.060395257	0.016699137	0.059155428
NC_033278.1	2874	0.092205957	0.08942234	0.02922751	0.0643703	0.048016744	0.0960334	0.0267919	0.07480864	0.0410578	0.061238747	0.069241451	0.013222	0.062946799
NC_033279.1	2989	0.12412184	0.07259948	0.0257611	0.08732014	0.11542328	0.0943459	0.0321178	0.07929076	0.033456	0.05386416	0.04918028	0	0.069770976
NC_033280.1	3215	0.084603446	0.046034246	0.03079314	0.0771384	0.067185	0.05629858	0.048211542	0.05163292	0.03856919	0.0429238	0.0976672	0.00715397	0.058277951
NC_033281.1	1309	0.0901451	0.1199389	0.0305577	0.0443086	0.1008404	0.0886173	0.0611154	0.081741842	0.0145149	0.0152788	0.0618793	0	0.064448931
NC_033284.1	6585	0.144874771	0.113895123	0.08625662	0.099620295	0.10706152	0.094912701	0.04798785	0.10053148	0.04449511	0.115717581	0.096735002	0.00926349	0.095644368
NC_033285.1	1653	0.127041772	0.105263161	0.0362976	0.128856591	0.08348448	0.09558377	0.0350878	0.1288567	0.061706011	0.0520266	0.090744111	0.0114943	0.085904418
NC_033286.1	1637	0.11423337	0.163102922	0.0861332	0.0977398	0.0812462	0.10690294	0.0586439	0.113011604	0.08552227	0.11056809	0.106291974	0.0116066	0.102126934
NC_033289.1	6556	0.193257666	0.155735184	0.089078796	0.173428916	0.153599858	0.1452105	0.072300176	0.131787676	0.05994512	0.154514954	0.137736352	0.02394754	0.133326836
NC_033290.1	1212	0.218646996	0.15676582	0.07755783	0.253300299	0.190594076	0.224422402	0.1221122	0.14273921	0.15594055	0.19801979	0.21699671	0.0486799	0.177917808
NC_033291.1	6699	0.092998942	0.077922022	0.039110294	0.073443804	0.068069846	0.082400364	0.034482676	0.050305986	0.031646538	0.070010434	0.07344376	0.006120308	0.063075879
NC_033292.1	4615	0.1321777	0.086890595	0.035319529	0.065438845	0.0658722	0.055037859	0.04312025	0.056338069	0.02946911	0.087973989	0.065438813	0.004767065	0.065734269
NC_033293.1	6746	0.09664985	0.082122702	0.036762536	0.080047412	0.07426621	0.07500742	0.052327256	0.07056037	0.03794844	0.063889726	0.10435823	0.00844945	0.070358196
NC_033294.1	4083	0.112662236	0.100416352	0.06245407	0.06588294	0.07984326	0.086456038	0.06049472	0.098456982	0.037717348	0.09821217	0.099681576	0.01885868	0.082025245
NC_033295.1	1924	0.07952182	0.114864811	0.081081111	0.13929276	0.05041576	0.02962578	0.01975052	0.07692315	0.05249482	0.1081081	0.03118506	0.011434511	0.07120579
NC_033296.1	6186	0.162140012	0.115906829	0.058680893	0.108147433	0.084545745	0.100064615	0.0433236	0.083414248	0.043808555	0.152117732	0.096346646	0.003394766	0.095317846
NC_033297.1	1866	0.0975348	0.07609862	0.0557342	0.050911	0.022508	0.0321543	0.0412647	0.04555197	0.0209003	0.07717044	0.0927117	0.0107181	0.055685457
NC_033298.1	6009	0.168746949	0.161424678	0.060908607	0.096854751	0.107838234	0.083208516	0.0424363	0.119154535	0.046263985	0.097520422	0.111665898	0.020136445	0.099638443
NC_033299.1	1803	0.198003331	0.115917872	0.060454751	0.07875762	0.109817	0.092623471	0.06045478	0.11758177	0.01386579	0.14531337	0.10260676	0.0216306	0.099581501
