acc	genome_len	SERC_517_3	SERC_517_4	SERC_517_5	SERC_517_6	SERC_517_7	SERC_517_8	SERC_517_9	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_Zymo_Pos_Control	Mean Coverage
NC_030405.1	3947	0.291474575	0.185260321	0.145315183	0.083616303	0.190647237	0.190526416	0.075940524	0.217849302	0.11819728	0.190162921	0.158384249	0	0.167943119
NC_030406.1	2057	0.385038642	0.33556416	0.16523424	0.403186628	0.566522467	0.374410778	0.286406773	0.618052963	0.253285997	0.501311147	0.279635931	0	0.378968157
NC_030407.1	1400	0.304129155	0.086130103	0.105322075	0.196356095	0.099558344	0.10715667	0.287924944	0.130080897	0.145940979	0.164749892	0.19687285	0	0.165838364
NC_030408.1	1317	0.585403189	0.227721667	0.148963309	0.139153902	0.289365389	0.399047419	0.388474167	0.610877486	0	0.286050179	0.564146558	0	0.33083666
NC_030409.1	1118	0.360938784	0.293836356	0.0536494	0.213933143	0.031562166	0.165808778	0.18027501	0.23918319	0	0.09799524	0.276007865	0.305008858	0.173926357
NC_030410.1	987	0.386300205	0.181689251	0.098751314	0.122737311	0.421864963	0.228476976	0.230381843	0.596744218	0	0.468349278	0.315676479	0	0.277361076
NC_030411.1	783	0.625194972	0.388949182	0.067027491	0.154714848	0.259128204	0.236748677	0.501608116	0.400397737	0.334875215	0.333848226	0.34180453	0	0.331299745
NC_030412.1	3866	0.228358425	0.260719878	0.111189052	0.163103522	0.204453605	0.125559464	0.20987008	0.197966043	0.103937963	0.222237632	0.200965973	0.045843304	0.184396512
NC_030413.1	3687	0.666792311	0.408179526	0.307058054	0.340359109	0.404354405	0.346242929	0.313969604	0.294796978	0.36666665	0.274210786	0.226973766	1.493483973	0.35905492
NC_030415.1	2242	0.189911159	0.171003292	0.042358778	0.081049326	0.105843766	0.081830125	0.046100657	0.020049958	0	0.081444155	0.070376273	0	0.080906135
NC_015962.1	2625	0.114091389	0.147819869	0.055219709	0.20412159	0.226505734	0.05678621	0.271683025	0.069376478	0.098591239	0.46276414	0.1030967	0.064952362	0.164550553
NC_016997.1	10791	0.259591594	0.212598701	0.143590407	0.18451237	0.239363536	0.241208719	0.248552646	0.287646526	0.150999077	0.229862562	0.258749939	0.301866967	0.223334189
NC_030445.1	3260	0.28796396	0.257258979	0.226151694	0.392086049	0.342311538	0.517045274	0.486668795	0.462814033	0.401113858	0.357884606	0.583249166	0.183052095	0.392231632
NC_030449.1	2951	0.865497635	0.477502734	0.501357974	0.536821767	1.067802301	0.736323808	1.344945652	0.890142604	0.624283846	1.047342584	1.201672839	0.745019318	0.844881249
NC_030446.1	3138	0.15370014	0.134985159	0.152912757	0.326655633	0.352808791	0.274359147	0.137513793	0.246831627	0.236568871	0.208868702	0.26604685	0	0.226477406
NC_017086.1	10733	0.234155345	0.318100735	0.200832227	0.289912788	0.348821189	0.281862548	0.242432629	0.3649108	0.20194417	0.285635041	0.257170821	0.571985462	0.275070754
NC_024805.1	10365	0.213516453	0.255491499	0.210494313	0.304551262	0.211412614	0.26393661	0.180240225	0.175588996	0.251988139	0.207877858	0.221500365	0.112333352	0.226963485
NC_024806.1	10320	0.140323245	0.171819369	0.264446833	0.255764713	0.136940348	0.190922255	0.175768135	0.188081839	0.289053645	0.182150801	0.138666411	0.32423077	0.193994327
NC_026606.1	71200	0.751486723	0.68627559	0.635515224	0.496675406	0.51213748	0.483700438	0.480170422	0.578088498	0.434748339	0.627794657	0.47980544	0.719706284	0.560581656
NC_027710.2	4230	0.213825897	0.230244137	0.13884266	0.144662181	0.206046475	0.236738291	0.169208483	0.188560273	0.096603958	0.183574741	0.164077572	1.19489981	0.179307697
NC_028658.1	68735	0.166228559	0.129964751	0.105006137	0.070836772	0.096808788	0.09429561	0.122176633	0.121440922	0.065049031	0.139021328	0.123958894	0.11792359	0.112253402
NC_028693.1	18607	1.073392185	1.000692897	0.494004377	0.854008329	1.234468114	1.135737108	1.174279139	1.166553228	0.732227838	1.188918341	1.351025047	1.230885098	1.036846055
NC_028990.1	38886	0.741068315	0.679239322	0.393166164	0.566126692	0.822407971	0.663833694	0.732535476	0.739747624	0.549114538	0.637753019	0.757896938	0.859845134	0.662080887
NC_029016.1	58000	0.473642795	0.411575857	0.370458548	0.521613673	0.659127514	0.569862607	0.533004824	0.551009848	0.456250084	0.533609749	0.641895516	0.61169952	0.520186456
NC_030400.1	10122	0.502045652	0.375026541	0.293569512	0.644132565	1.007575688	0.909091394	0.718101987	1.023028852	0.596985404	0.784821694	0.858336739	0.886108953	0.701156003
NC_030401.1	10158	0.272334371	0.532733825	0.437686518	0.263054432	0.283459198	0.256710078	0.366808829	0.317031682	0.201139369	0.364529544	0.136552237	0.344309158	0.312003644
NC_030451.1	13434	0.409876741	0.285905201	0.25021444	0.353649695	0.482122775	0.46304504	0.47547299	0.44229069	0.283647385	0.449043812	0.489948858	1.212472378	0.398656148
NC_030455.1	3021	0.42401548	0.473090894	1.963100087	1.031800662	0.440351244	0.811621455	0.376343726	0.312858241	1.438314938	0.48672386	0.57914613	0	0.757942429
NC_030456.1	1784	0.312154047	0.385181406	0.10926855	0.390015906	0.823813223	0.416172866	0.393964222	0.376021438	0.108801291	0.57371564	0.42990367	0	0.392637478
NC_030457.1	2651	0.566450088	0.341724634	0.145179876	0.124201056	0.53109446	0.324399648	0.389881827	0.631308098	0.074502751	0.581482391	0.85962828	1.109439519	0.415441192
NC_030459.1	1828	0.184560817	0.213537223	0.194136673	0.324128714	0.278450648	0.200725535	0.192240747	0.226361586	0.18907926	0.271278541	0.425565143	0.097566697	0.245460444
NC_030460.1	2320	0.120795503	0.06330296	0.190130659	0.050877383	0.104186438	0.067546594	0	0.177860502	0.088067832	0.11350226	0.181647426	0.5956668	0.105265233
NC_030461.1	2356	0.209821199	0.12795219	0.060463739	0.206003164	0.172987731	0.20562706	0.168899422	0.173185867	0.082386037	0.252497623	0.248385999	0	0.173473639
NC_030463.1	1051	0.111007379	0.364785329	0.095115809	0.113785563	0.19221239	0.421854666	0.472042652	0.254430834	0.12312179	0.283465957	0.400972434	0	0.2575268
NC_030464.1	3124	0.272586951	0.459719671	0.14159818	0.412386577	0.398441531	0.299752382	0.435068307	0.460086934	0.280140655	0.279329468	0.408850282	0.013644362	0.349814631
NC_030465.1	2187	0.558213183	0.561254864	0.163411525	1.227495068	1.498506554	0.911845498	0.751434381	0.8400865	0.463225255	0.857334732	1.230593931	0.356464835	0.82394559
NC_030466.1	3811	0.150227982	0.132849754	0.207553564	0.378188381	0.218052247	0.227914799	0.164081322	0.084079538	0.262254651	0.189131665	0.185523569	0.033554176	0.199987043
NC_030467.1	1864	0.534600591	0.57640441	0.213180092	0.633654415	0.81353938	0.942208876	0.792926349	0.669061168	0.630270861	0.844004385	1.095064665	0	0.704083199
NC_030468.1	2103	0.78011374	0.15584217	0.115273078	0.114469973	0.593142097	0.123588262	0.046690342	0.874738187	0	0.350965057	0.363742694	0	0.3198696
NC_030469.1	2433	0.481750933	0.373932107	0.16435136	0.362581283	0.481146605	0.341684073	0.497034429	0.602600481	0.30511842	0.599613765	0.355041223	0.036883196	0.414986789
NC_030470.1	2985	0.25767901	0.193693776	0.15070359	0.32336719	0.296713966	0.273376468	0.166203292	0.395403121	0.17796488	0.492593897	0.448296394	0.759080274	0.288726871
NC_030471.1	1173	0.685466491	0.325527243	0.16192392	0.366759112	0.582091906	0.270450422	0.251124779	0.799854265	0.275790711	0.725901412	0.854752703	0	0.481785724
NC_030473.1	2533	0.439939608	0.467500391	0.212128343	0.26365282	0.360108988	0.37534919	0.318274712	0.640695888	0.295761427	0.324773441	0.380055154	0.069968501	0.370749087
NC_030474.1	2854	0.671343265	0.665982723	0.117340047	0.657917574	1.276261081	0.82831079	0.813027241	0.953108859	0.651467442	1.052632892	0.809331504	1.91602567	0.772429402
NC_030475.1	2369	0.703435528	0.468867479	0.455209344	0.541847348	0.86503317	0.566707364	0.43411095	0.805711836	0.252989006	0.612972986	0.598166541	0	0.573186505
NC_030476.1	5184	0.915302912	0.919831293	0.663841466	0.645027443	0.981882302	0.665779381	0.843369896	1.030328015	0.798114732	0.947878628	0.836430014	2.711232426	0.840707826
NC_030477.1	2029	0.513652433	0.510482848	0.311010295	0.404540586	0.273039958	0.312704135	0.343846372	0.585112868	0.099020247	0.330609483	0.502022182	3.004679634	0.380549219
NC_030478.1	2522	0.57157837	0.602861682	0.062429649	0.686023928	0.763584783	0.74904719	0.564532885	0.748605972	0.365913347	0.713350046	0.695319184	0.219716432	0.593022458
NC_030452.1	4789	0.106488779	0.081508883	0.48793526	0.247120793	0.122128579	0.106547684	0.061509577	0.123228056	0.231807138	0.109168161	0.11969385	0.225325792	0.163376069
NC_030453.1	27709	0.485271021	0.448005238	0.281764063	0.454512261	0.568380231	0.379504375	0.411151591	0.476412206	0.308158485	0.439888969	0.47363675	0.374254245	0.429698654
NC_030458.1	5016	0.281150042	0.31020204	0.379409158	0.470945706	0.44072953	0.439288028	0.281266393	0.302860304	0.597079772	0.268233144	0.346414851	0.604238632	0.374325361
NC_030472.1	4851	0.36435199	0.378115836	1.024705195	0.513697677	0.238771267	0.315951689	0.148079947	0.391333292	0.663719077	0.179291308	0.219859259	0.299215215	0.403443321
NC_027819.1	10938	0.266439325	0.306273478	0.633474395	0.427535313	0.260180687	0.282782398	0.180956247	0.236466381	0.330317442	0.260248998	0.22523507	0.64515258	0.309991794
NC_002018.1	1413	0.266005545	0.208967912	0.03360523	0.252804517	0.334634905	0.208284114	0.168239665	0.409492571	0.325346133	0.408085365	0.134281512	0	0.249977043
NC_002019.1	1565	0.523378164	0.328941214	0.193226398	0.364209171	1.01180943	0.237510521	0.330216206	0.555317648	0.293747019	0.389329084	0.222059667	0.027236414	0.404522229
NC_004302.1	33350	0.427281125	0.55646344	0.372252366	0.580537715	0.582412438	0.573322311	0.575982711	0.58384211	0.449222526	0.570054385	0.534708937	0.446666014	0.52782546
NC_002208.1	1841	0.252836638	0.220006697	0.183263261	0.242118103	0.244379628	0.179584935	0.109477165	0.199093831	0.145201101	0.245349965	0.192565884	0.069459513	0.201261564
NC_008361.1	156922	0.328967996	0.372033933	0.343742686	0.356262051	0.334685683	0.361896267	0.320156387	0.348049907	0.33629301	0.368084069	0.364420357	0.385974333	0.348599304
NC_002209.1	1557	0.164154636	0.137514837	0.062599581	0.175559045	0.24136239	0.189020843	0.20246686	0.265020144	0.043741677	0.224674975	0.203959195	0	0.173643108
NC_008585.1	17481	0.348941792	0.318054973	0.135888053	0.352847829	0.339673706	0.346499068	0.491778182	0.301654145	0.270089464	0.330792512	0.441531626	0.222404186	0.334341032
NC_009017.1	4172	0.144147971	0.325896685	0.125797041	0.193951248	0.235553468	0.122763167	0.169702794	0.364681811	0.125698606	0.330098706	0.137874187	0.980824266	0.206924153
NC_002210.1	1191	0.516555162	1.048788696	0.161575085	0.67744329	0.735505795	0.629001807	0.600967155	0.650342271	0.388849181	0.50513156	0.558428082	0.113018661	0.588417099
NC_002211.1	1096	0.589862441	0.33711319	0.271351256	0.692942917	0.47810634	0.343505156	0.094304446	0.165110073	0.310701599	0.308655515	0.369930604	0.040938329	0.360143958
NC_004166.2	44010	0.577881978	0.632367949	0.530725356	0.537126656	0.584380065	0.501173934	0.538864302	0.632432632	0.447074821	0.563937394	0.509821127	1.046904039	0.550526019
NC_008366.1	17039	0.354464049	0.582659185	0.907908277	0.603228449	0.569349225	0.576440326	0.62706728	0.518301561	0.741053674	0.582975534	0.584092409	0.45707107	0.604321815
NC_028476.1	2903	0.176500278	0.230317785	0.067149533	0.093089644	0.074146627	0.115204276	0.206501722	0.167552104	0.045747947	0.125799378	0.239423616	0.293661646	0.140130265
NC_030648.1	748	0.030551661	0	0	0.039450377	0.091990211	0.097086666	0	0	0	0	0	0	0.023552629
NC_030649.1	745	0.033903603	0	0.067091755	0.039609238	0	0.048738809	0	0.058791128	0.08684631	0.301857184	0	0	0.057894366
NC_030650.1	2568	1.027600799	0.588149786	0.323101142	0.680992809	1.066976965	0.625117784	0.712395172	0.917873359	0.334163925	0.815462778	0.976075663	1.759879449	0.73344638
NC_030651.1	10913	0.51497718	0.364842815	0.391260727	0.403467041	0.439181625	0.351113728	0.318701152	0.430290087	0.243703025	0.343272973	0.435854173	0.172373135	0.385151321
NC_030652.1	42140	0.150189351	0.134085325	0.078284328	0.144087346	0.21662596	0.169701953	0.2173111	0.181289412	0.148728889	0.199369263	0.281957866	4.654591606	0.174693708
NC_011702.1	13696	1.907738659	0.461768316	0.465035727	0.435788527	0.474316949	0.497582593	0.413174106	0.565619821	0.359027312	0.428314433	0.698807955	0.190992129	0.609743127
NC_011765.1	8256	0.826176414	0.705646569	0.255335284	0.687475835	0.904494416	0.868154605	0.826886417	1.125810531	0.468144817	0.875483239	1.059956176	0.497813251	0.782142209
NC_030657.1	6400	0.532038089	0.601461415	0.259288667	0.573675963	0.855973339	0.514944961	0.636295671	0.609805661	0.446146135	0.554400547	0.48059088	0.56804106	0.551329212
NC_003379.1	2672	0.280211356	0.203944063	0.144974184	0.155774905	0.116213029	0.169507719	0.222420141	0.251487598	0.101954776	0.20645118	0.146505657	1.438660509	0.181767692
NC_004365.1	9812	0.308599181	0.421379556	0.333281814	0.398325904	0.393430827	0.368503129	0.363416194	0.405741346	0.289269141	0.380714075	0.417486944	0.273911298	0.370922556
NC_003780.1	10035	0.595871888	0.790062378	0.271210146	0.576047302	0.791089257	0.553802119	0.837882078	0.800226457	0.40483412	0.584286134	0.725760987	0.55722226	0.630097533
NC_013237.1	8242	0.684712447	0.6791791	0.536250714	1.166614443	1.1964102	0.725985665	0.610402172	0.838100577	0.384654762	0.661254999	0.750971999	0.399988631	0.74859428
NC_001552.1	15384	0.310661028	0.261322007	0.806413762	0.475348862	0.30730038	0.473110162	0.250936627	0.311979402	0.677560532	0.217021357	0.385067312	0.367632792	0.406974676
NC_001868.1	2706	0.370698721	0.241657887	0.21519073	0.199159413	0.152243129	0.12076634	0.259731032	0.394427935	0.072988467	0.2059881	0.202235572	0.283536505	0.221371575
NC_004455.1	9518	0.267836986	0.295850204	0.565713089	0.563279884	0.407529805	0.435101719	0.408305157	0.370803614	0.495516494	0.293017554	0.453465075	0.349547434	0.414219962
NC_030653.1	10908	0.291871467	0.290604974	0.150298325	0.27501016	0.248441815	0.180805716	0.17411049	0.314253633	0.168578689	0.279114228	0.268242306	0.125045802	0.240121073
NC_030654.1	8246	0.386896581	0.281963508	0.477799921	0.25059402	0.286173271	0.354241714	0.383235609	0.384391553	0.252320143	0.345443321	0.280963197	0.491615412	0.334911167
NC_030655.1	10644	0.653478278	0.528742924	0.644984418	0.353766315	0.386381225	0.565835294	0.415363062	0.358216105	0.385670473	0.438897075	0.419098271	0.792278968	0.468221222
NC_030656.1	133492	1.072611372	0.909799492	0.599162261	1.133457953	1.464497399	1.209489093	1.28324111	1.370831261	0.98117755	1.272667366	1.478876974	0.886338615	1.161437439
NC_030658.1	1833	0.360896819	0.282534015	0.156794493	0.397806877	0.49763015	0.388366177	0.608981376	0.464064523	0.325109474	0.336600297	0.494684344	0.070986571	0.392133504
NC_030659.1	1194	1.527639634	0.692040931	0.207217437	0.284864902	0.786853521	0.345721996	0.601621292	1.314792605	0.276644124	0.610108127	0.935065985	0.217953742	0.689324596
NC_030660.1	7009	1.208776802	0.728849894	0.505431654	0.824190602	1.411661441	0.968215877	1.352984226	1.391887282	0.91581834	1.186869909	1.387596156	1.223974842	1.080207471
NC_030661.1	1335	0.636522456	0.492148384	0.188139604	0.715472598	0.987889885	0.725778805	0.522594973	0.637176233	0.545866635	0.752275566	0.819849377	1.483010124	0.638519501
NC_030663.1	1491	1.112421701	2.588983589	1.029167722	1.978612778	3.253529044	2.979404675	2.991202926	2.427372774	1.809987891	2.907616436	3.297288703	3.554715446	2.397780749
NC_027817.1	10893	0.369730799	0.25346754	0.128021268	0.230762032	0.359975442	0.296757761	0.354867984	0.403145618	0.226331554	0.310818651	0.378348266	0.626501873	0.301111538
NC_001482.1	9474	0.617000788	0.53015728	0.813667226	0.719910755	0.629171657	0.616449575	0.596483084	0.662078719	0.723363433	0.50405456	0.612206603	0.804519829	0.63859488
NC_001901.1	46375	0.553948838	0.59953552	0.700629251	0.61340296	0.512310545	0.516845169	0.502357291	0.493530714	0.57583354	0.499554829	0.455526199	0.636212261	0.547588623
NC_001338.1	15465	0.434560693	0.564639956	0.287569947	0.598894679	0.636480415	0.586297597	0.686043651	0.620541676	0.506554707	0.534678116	0.622360154	0.62602527	0.552601963
NC_001350.1	112930	0.936303661	0.848588621	0.569068027	0.945151474	1.263719515	0.965106941	1.110410839	1.148941218	0.77482172	1.061612919	1.148827312	0.629878076	0.979322931
NC_001362.1	8323	0.202894392	0.168374497	0.086928884	0.15842618	0.18506017	0.197123314	0.181307463	0.11078847	0.11026379	0.173317625	0.143741345	0.594480803	0.156202376
NC_001317.1	30624	0.639718152	0.719982831	0.921070343	0.821762034	0.463348499	0.558582376	0.347546248	0.449431237	0.787662236	0.496274259	0.490706317	0.674586497	0.608734958
NC_001511.1	9256	0.456171828	0.501557103	0.659622635	0.506485468	0.554020186	0.50522893	0.514778381	0.520021879	0.601885659	0.419053761	0.469645433	0.399918289	0.518951933
NC_001524.1	8095	0.274876559	0.290660622	0.243742191	0.314073274	0.369102473	0.354475376	0.312498954	0.348845964	0.303720696	0.342389419	0.360962637	0.142171053	0.319577106
NC_001531.1	7746	0.491139121	0.373209347	0.265209914	0.617650611	0.507135268	0.56868402	0.517055229	0.600115994	0.682508647	0.517617247	0.779849637	0.954163253	0.538197731
NC_001576.1	7919	0.389355047	0.346705728	0.184147551	0.569051257	0.379533751	0.464797226	0.775606728	0.974898208	1.305525822	0.655095278	0.685510147	0.348029041	0.611838795
NC_001595.1	8027	0.541524007	0.530105687	0.335163101	0.723051098	0.725555885	0.651388996	0.532111101	0.71954111	0.45413759	0.672860423	0.871360074	0.485324474	0.614254461
NC_002166.1	40751	0.33957146	0.371942306	0.537599214	0.433618426	0.31237529	0.307593354	0.284892409	0.275602706	0.46787112	0.325896936	0.317593433	2.573016204	0.361323332
NC_002214.1	39807	0.4399463	0.360179885	0.479686792	0.614848845	0.515198702	0.473819893	0.411410636	0.474950455	0.396458268	0.453686113	0.531213071	0.374917836	0.468308996
NC_002321.1	41401	0.218425432	0.159480335	0.15190831	0.209869633	0.348403171	0.246241062	0.316431607	0.269688818	0.215087367	0.27521322	0.304092496	2.491084795	0.246803768
NC_002501.1	26163	0.951532598	0.651004389	0.590475336	0.800620989	0.983957009	0.814158732	0.731835371	0.94401429	0.705969895	0.822301135	0.942330287	1.033818684	0.812563639
NC_002519.1	39898	1.083256301	1.326481697	0.435779009	0.503439522	0.701719197	1.033061719	1.144827795	0.978558983	0.394956571	1.057318567	0.888249928	0.217746392	0.867968117
NC_003266.2	35994	0.515205818	0.412508638	0.415382336	0.336215698	0.403877215	0.406091357	0.348028835	0.413793912	0.325732395	0.445890573	0.360676646	0.492855668	0.39849122
NC_003550.1	3481	0.382668348	0.255359618	0.071076593	0.92936091	0.409783633	0.648370822	0.46616359	0.472171722	0.326735622	0.559341895	0.819330198	0.320304495	0.485487541
NC_003554.1	7743	0.925960993	0.803010466	1.404026895	1.476276512	1.554807203	1.449410336	1.528740466	1.19816641	1.398530373	1.212006419	1.420884813	0.599896935	1.306529171
NC_003623.1	3774	0.521551193	0.292881908	0.18740448	0.739923715	0.56683735	0.724375168	0.707948021	0.607459543	0.622588704	0.523556006	0.832985823	1.784511946	0.575228356
NC_003678.1	12602	0.419137232	0.263562902	0.419039971	0.370774361	0.319488163	0.24377496	0.401472628	0.379845449	0.345473945	0.308170673	0.355487698	0.07788418	0.347838908
NC_003782.1	9275	0.720560133	0.410190969	0.210307334	0.491047221	0.653228283	0.539015693	0.663606403	0.767126226	0.381098709	0.700653313	0.803534088	0.675082089	0.576397125
NC_003783.1	9010	2.689080178	0.791750339	0.505519806	0.65183619	1.001220214	0.638438829	0.878425501	1.148010198	0.530257625	0.880189857	1.028777732	0.580027509	0.976682406
NC_003867.1	2620	0.114768194	0.059004768	0.341489351	0.210142601	0.117172734	0.097741972	0.112431056	0.11966085	0.149468815	0.139387631	0.266047335	0.455534222	0.157028664
NC_004045.1	2843	0.838724184	0.28901129	0.067687628	0.224524696	0.480953899	0.302491546	0.536238364	0.658000361	0.045515653	0.453984562	0.656855029	0.044978883	0.413998837
NC_004500.1	7461	0.695208219	0.709455426	0.908757866	1.063709444	0.899898015	0.885994671	0.640703974	0.678036405	1.156319663	0.719396083	1.006393509	0.491471742	0.851261207
NC_004755.1	2735	0.313555937	0.250965508	0.123359292	0.324816329	0.161917951	0.136954507	0.219186289	0.278144884	0.212908412	0.2733784	0.070104949	0.426126839	0.215026587
NC_004994.2	7448	0.34074196	0.278963896	0.389739995	0.630998622	0.335785553	0.481104248	0.444765494	0.354853308	0.814745694	0.374971166	0.641306284	0.49248018	0.462543293
NC_005841.1	41391	0.246737836	0.150256238	0.114087065	0.140859942	0.170034373	0.149040807	0.1629361	0.152935773	0.142205865	0.167940127	0.200010776	4.030281388	0.163367718
NC_005892.1	17663	1.00083349	0.91037412	0.623907645	0.814007501	1.37680885	1.053725487	1.220800226	1.233793924	0.760083448	1.075682571	1.243948709	0.983076148	1.028542361
NC_005902.1	186250	1.76824079	1.55948341	1.118151188	2.065534184	2.688570916	2.265631251	2.291404913	2.413394386	1.883815305	2.210028022	2.625633898	1.343637184	2.080898933
NC_006934.1	8295	0.182844342	0.202209589	0.11930928	0.392721551	0.359033241	0.320701088	0.456044703	0.275404944	0.283466234	0.351512779	0.283035572	0.303720449	0.293298484
NC_006944.1	15450	0.394500995	0.333649622	0.50242171	0.560422474	0.496123644	0.484324381	0.514614171	0.369657606	0.574160466	0.405005707	0.529500339	0.248373503	0.469489192
NC_004807.1	9524	0.46530959	0.568927641	0.401614493	0.54849314	0.593634997	0.578599637	0.620753765	0.666953408	0.453371179	0.546110256	0.505606445	0.314582945	0.540852232
NC_007340.1	8595	0.660859162	0.590671023	0.899787665	0.446504684	0.824172797	0.561537908	0.733544853	0.797644823	0.570915905	0.680723423	0.676210462	0.515503818	0.676597519
NC_007448.1	16494	0.488538991	0.395713291	0.279857103	0.490345782	0.534517547	0.437737296	0.354520451	0.457090959	0.334459138	0.455058232	0.428961827	0.402602427	0.423345511
NC_010178.1	13071	0.541757503	0.47586481	0.262899229	0.319923434	0.511709615	0.309813066	0.444989137	0.53561218	0.236293902	0.403576944	0.442969861	0.638047234	0.407764517
NC_011217.1	15330	0.31195148	0.295268635	0.201661491	0.318522076	0.344636102	0.296384821	0.304746692	0.299093583	0.34730399	0.297339702	0.442185463	0.711294516	0.314463094
NC_005882.1	36748	1.173951699	0.961870044	0.918485678	0.655084231	0.840968708	0.775158349	0.652876339	0.86900964	0.758563732	0.99820331	0.805687223	1.482203229	0.855441723
NC_014143.1	7737	0.433958166	0.329785328	0.207052683	0.580931713	0.410923328	0.26639443	0.278532696	0.55612173	0.383573713	0.373758882	0.51357766	0.525407495	0.394055485
NC_005886.2	47399	0.501596402	0.505290024	0.441634425	0.335938481	0.376788131	0.380126356	0.326161393	0.408798074	0.286150935	0.478807233	0.407024213	0.407634303	0.404392333
NC_014359.1	7951	0.573172943	0.485301045	0.252714246	0.543223301	0.531560901	0.612909023	0.685714654	1.053314619	1.326825171	0.681346788	0.644569389	0.18283693	0.671877462
NC_014360.1	8086	0.541812042	0.4117177	0.34276245	0.35331755	0.498575662	0.428372779	0.402642429	1.068799325	0.285528852	0.404811497	0.260587453	0.374550774	0.454447976
NC_014474.1	8126	0.483491312	0.458393564	0.331541099	0.687293157	0.684148206	0.659327713	0.679850798	0.525102479	0.430375626	0.502518257	0.735638884	0.573002593	0.561607372
NC_009986.1	15135	0.320063355	0.330941311	0.126568363	0.196561694	0.383931592	0.289281228	0.478374955	0.38230129	0.229156748	0.454962604	0.410669019	0.567710617	0.327528378
NC_008029.1	9345	0.507493286	0.344173012	0.148158267	0.359065865	0.660512711	0.43170444	0.469782465	0.52234637	0.378244037	0.567060488	0.43065602	0.652860548	0.438108815
NC_009992.1	14214	0.395719505	0.556909284	0.533627022	0.505844384	0.428668683	0.509969402	0.537548609	0.46440335	0.49387958	0.43947986	0.453929296	0.401681789	0.483634452
NC_010155.1	40449	0.507495539	0.464419558	0.372814629	0.590710584	0.799505464	0.700594978	0.651143882	0.714354349	0.55378364	0.653001354	0.698219148	0.568439661	0.609640284
NC_008375.1	1898	0.375152917	0.190593484	0.152083187	0.23648347	0.214730818	0.213460362	0.051733292	0.326716102	0.102266334	0.215196227	0.303061702	0	0.216497991
NC_008582.1	7393	0.35401447	0.381724056	0.356637644	0.461223992	0.536242182	0.448622963	0.389356307	0.443241714	0.397736711	0.370091144	0.470746239	0.32651432	0.419057947
NC_011546.1	8913	0.546394979	0.402568355	0.449194091	0.523885595	0.731324919	0.610759042	0.696356808	0.499298621	0.359517271	0.612659616	0.582394347	0.492580921	0.546759422
NC_014185.1	7342	0.531270129	0.404168195	0.284228436	0.800030049	0.586225964	0.503928082	0.506089393	0.455269011	0.433893809	0.603693987	0.702795325	0.320837842	0.52832658
NC_014326.1	7510	0.275147805	0.258957863	0.099833603	0.142694853	0.290373608	0.275591683	0.279382257	0.266897261	0.177746137	0.257983852	0.239219186	0.537703961	0.233075283
NC_014789.1	184409	0.387496317	0.354245994	0.33741863	0.485841933	0.598009082	0.58801531	0.646290214	0.505688514	0.430884749	0.606921993	0.584002398	0.410931009	0.502255921
NC_014955.1	7125	0.679544328	0.493611116	0.291657275	0.775241654	0.919430038	0.783741657	0.983892509	0.793161264	0.522861296	0.929208658	0.99961151	0.359576998	0.742905573
NC_015116.1	7489	0.127359747	0.15853523	0.827438475	0.310246519	0.127924759	0.206571599	0.07866721	0.12543486	0.441064339	0.040038029	0.123612015	0.022766718	0.233353889
NC_015271.1	38368	0.306445077	0.226763591	0.153787931	0.207191866	0.218954177	0.228872673	0.253760757	0.289836185	0.173823486	0.270743655	0.299058155	0.370794687	0.239021596
NC_015274.1	56506	0.747596919	0.725399539	0.627556241	0.906267627	1.094655272	1.016228491	1.027842354	1.02537214	0.927255287	0.977419517	1.138264753	0.518095684	0.928532558
NC_016013.1	7048	1.538703427	0.788864782	0.798542289	0.659207693	0.665752348	0.581890692	0.75303866	0.530517143	0.66844751	0.587696773	0.387238491	0.558945268	0.723627255
NC_016562.1	132662	1.231855777	1.049991853	0.635030754	1.217805172	1.755155142	1.411495714	1.489824705	1.510437064	1.113838368	1.458665303	1.652194257	0.858620452	1.320572192
NC_016657.1	47055	0.313160023	0.262532909	0.148154899	0.233369182	0.363082391	0.301515591	0.313883995	0.375876857	0.268269222	0.349900223	0.384129428	0.402032571	0.301261338
NC_018074.1	7596	0.30924317	0.401643343	0.193458493	0.422522274	0.264439719	0.267942891	0.236759281	0.290278243	0.210925319	0.336794528	0.273979167	0.282642619	0.29163513
NC_018075.1	7635	0.380444161	0.38339343	0.261046022	0.340420598	0.362570537	0.501359785	0.450455344	0.466933841	0.423263884	0.513058711	0.541235441	1.134638891	0.420380159
NC_018076.1	7348	0.405124852	0.34303628	0.546225314	0.416491792	0.499668003	0.373606196	0.40651017	0.438269982	0.514176473	0.377458414	0.398881358	0.099989138	0.429040803
NC_019510.1	39282	0.424944065	0.385398981	0.412233548	0.353916964	0.329087364	0.311871652	0.346196368	0.339341142	0.380301541	0.346206702	0.314039034	0.423732442	0.358503397
NC_022978.1	15602	0.318076643	0.309987573	0.282401805	0.376428924	0.432826191	0.439184537	0.510097473	0.371596987	0.342340509	0.410607585	0.430316125	0.199078039	0.383987668
